Name,Link,Information
"Fables, Vol. 1: Legends in Exile (Fables #1)",https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,"{'Price': '£41.62', 'Category': 'Sequential Art', 'Rating': 'Four stars', 'Availability': 'In stock (15 available)'}"
Finders Keepers (Bill Hodges Trilogy #2),https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,"{'Price': '£53.53', 'Category': 'Fiction', 'Rating': 'Five stars', 'Availability': 'In stock (15 available)'}"
Eureka Trivia 6.0,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,"{'Price': '£54.59', 'Category': 'Default', 'Rating': 'Four stars', 'Availability': 'In stock (15 available)'}"
First Steps for New Christians (Print Edition),https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,"{'Price': '£29.00', 'Category': 'Default', 'Rating': 'One stars', 'Availability': 'In stock (15 available)'}"
Follow You Home,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,"{'Price': '£21.36', 'Category': 'Horror', 'Rating': 'One stars', 'Availability': 'In stock (15 available)'}"
Frostbite (Vampire Academy #2),https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,"{'Price': '£29.99', 'Category': 'Young Adult', 'Rating': 'Five stars', 'Availability': 'In stock (15 available)'}"
Large Print Heart of the Pride,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,"{'Price': '£19.15', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (15 available)'}"
Hollow City (Miss Peregrine’s Peculiar Children #2),https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,"{'Price': '£42.98', 'Category': 'Fantasy', 'Rating': 'One stars', 'Availability': 'In stock (15 available)'}"
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,"{'Price': '£49.43', 'Category': 'Travel', 'Rating': 'Four stars', 'Availability': 'In stock (15 available)'}"
Grumbles,https://books.toscrape.com/catalogue/grumbles_812/index.html,"{'Price': '£22.16', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (15 available)'}"
Louisa: The Extraordinary Life of Mrs. Adams,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,"{'Price': '£16.85', 'Category': 'Biography', 'Rating': 'Two stars', 'Availability': 'In stock (15 available)'}"
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,"{'Price': '£10.76', 'Category': 'Default', 'Rating': 'One stars', 'Availability': 'In stock (15 available)'}"
Little Red,https://books.toscrape.com/catalogue/little-red_817/index.html,"{'Price': '£13.47', 'Category': 'Childrens', 'Rating': 'Three stars', 'Availability': 'In stock (15 available)'}"
Library of Souls (Miss Peregrine’s Peculiar Children #3),https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,"{'Price': '£48.56', 'Category': 'Young Adult', 'Rating': 'Five stars', 'Availability': 'In stock (15 available)'}"
Modern Romance,https://books.toscrape.com/catalogue/modern-romance_820/index.html,"{'Price': '£28.26', 'Category': 'Add a comment', 'Rating': 'Five stars', 'Availability': 'In stock (15 available)'}"
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,"{'Price': '£57.36', 'Category': 'Womens Fiction', 'Rating': 'Four stars', 'Availability': 'In stock (15 available)'}"
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,"{'Price': '£52.65', 'Category': 'Politics', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
Zealot: The Life and Times of Jesus of Nazareth,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,"{'Price': '£24.70', 'Category': 'History', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
Agnostic: A Spirited Manifesto,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,"{'Price': '£12.51', 'Category': 'Nonfiction', 'Rating': 'Five stars', 'Availability': 'In stock (15 available)'}"
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,"{'Price': '£37.34', 'Category': 'Sequential Art', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
You (You #1),https://books.toscrape.com/catalogue/you-you-1_784/index.html,"{'Price': '£43.61', 'Category': 'Thriller', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
Wild Swans,https://books.toscrape.com/catalogue/wild-swans_782/index.html,"{'Price': '£14.36', 'Category': 'Young Adult', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
Amid the Chaos,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,"{'Price': '£36.58', 'Category': 'Cultural', 'Rating': 'One stars', 'Availability': 'In stock (15 available)'}"
Amatus,https://books.toscrape.com/catalogue/amatus_787/index.html,"{'Price': '£50.54', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (15 available)'}"
Amy Meets the Saints and Sages,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,"{'Price': '£18.46', 'Category': 'Default', 'Rating': 'Three stars', 'Availability': 'In stock (15 available)'}"
Anonymous,https://books.toscrape.com/catalogue/anonymous_790/index.html,"{'Price': '£46.82', 'Category': 'Default', 'Rating': 'Four stars', 'Availability': 'In stock (15 available)'}"
Batman: The Dark Knight Returns (Batman),https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,"{'Price': '£15.38', 'Category': 'Sequential Art', 'Rating': 'Five stars', 'Availability': 'In stock (15 available)'}"
Big Magic: Creative Living Beyond Fear,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,"{'Price': '£30.80', 'Category': 'Nonfiction', 'Rating': 'Three stars', 'Availability': 'In stock (15 available)'}"
Batman: The Long Halloween (Batman),https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,"{'Price': '£36.50', 'Category': 'Sequential Art', 'Rating': 'Two stars', 'Availability': 'In stock (15 available)'}"
Ayumi's Violin,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,"{'Price': '£15.48', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (15 available)'}"
Beauty Restored (Riley Family Legacy Novellas #3),https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,"{'Price': '£11.11', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (15 available)'}"
Becoming Wise: An Inquiry into the Mystery and Art of Living,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,"{'Price': '£27.43', 'Category': 'Nonfiction', 'Rating': 'Two stars', 'Availability': 'In stock (15 available)'}"
Chasing Heaven: What Dying Taught Me About Living,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,"{'Price': '£37.80', 'Category': 'Spirituality', 'Rating': 'Two stars', 'Availability': 'In stock (15 available)'}"
The Rosie Project (Don Tillman #1),https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,"{'Price': '£54.04', 'Category': 'Default', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
The Testament of Mary,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,"{'Price': '£52.67', 'Category': 'Fiction', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
The Songs of the Gods,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,"{'Price': '£44.48', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
The Time Keeper,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,"{'Price': '£27.88', 'Category': 'Fiction', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
The Star-Touched Queen,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,"{'Price': '£46.02', 'Category': 'Fantasy', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
The Song of Achilles,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,"{'Price': '£37.40', 'Category': 'Add a comment', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
The Wedding Pact (The O'Malleys #2),https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,"{'Price': '£32.61', 'Category': 'Romance', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
The Year of Magical Thinking,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,"{'Price': '£43.04', 'Category': 'Nonfiction', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
Through the Woods,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,"{'Price': '£25.38', 'Category': 'Sequential Art', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
The White Queen (The Cousins' War #1),https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,"{'Price': '£25.91', 'Category': 'Add a comment', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
Twenty Yawns,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,"{'Price': '£22.08', 'Category': 'Childrens', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,"{'Price': '£45.95', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
The Wright Brothers,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,"{'Price': '£56.80', 'Category': 'Default', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
This Is Where It Ends,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,"{'Price': '£27.12', 'Category': 'Young Adult', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
Until Friday Night (The Field Party #1),https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,"{'Price': '£46.31', 'Category': 'Young Adult', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,"{'Price': '£53.90', 'Category': 'Sequential Art', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
Walt Disney's Alice in Wonderland,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,"{'Price': '£12.96', 'Category': 'Childrens', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
What's It Like in Space?: Stories from Astronauts Who've Been There,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,"{'Price': '£19.60', 'Category': 'Nonfiction', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,"{'Price': '£38.20', 'Category': 'Nonfiction', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
Close to You,https://books.toscrape.com/catalogue/close-to-you_798/index.html,"{'Price': '£49.46', 'Category': 'Christian Fiction', 'Rating': 'Four stars', 'Availability': 'In stock (15 available)'}"
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,"{'Price': '£19.43', 'Category': 'Nonfiction', 'Rating': 'Three stars', 'Availability': 'In stock (15 available)'}"
V for Vendetta (V for Vendetta Complete),https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,"{'Price': '£37.10', 'Category': 'Default', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
Dark Notes,https://books.toscrape.com/catalogue/dark-notes_800/index.html,"{'Price': '£19.19', 'Category': 'Erotica', 'Rating': 'Five stars', 'Availability': 'In stock (15 available)'}"
The 14th Colony (Cotton Malone #11),https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,"{'Price': '£39.24', 'Category': 'Thriller', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
Tastes Like Fear (DI Marnie Rome #3),https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,"{'Price': '£10.69', 'Category': 'Mystery', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
That Darkness (Gardiner and Renner #1),https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,"{'Price': '£13.92', 'Category': 'Mystery', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,"{'Price': '£15.77', 'Category': 'Nonfiction', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
The Bane Chronicles (The Bane Chronicles #1-11),https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,"{'Price': '£44.73', 'Category': 'Fantasy', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
Take Me with You,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,"{'Price': '£45.21', 'Category': 'Fiction', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
The Darkest Lie,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,"{'Price': '£35.35', 'Category': 'Young Adult', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
The First Hostage (J.B. Collins #2),https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,"{'Price': '£25.85', 'Category': 'Fiction', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
The Immortal Life of Henrietta Lacks,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,"{'Price': '£40.67', 'Category': 'Add a comment', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
The Dovekeepers,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,"{'Price': '£48.78', 'Category': 'Add a comment', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
The Hidden Oracle (The Trials of Apollo #1),https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,"{'Price': '£52.26', 'Category': 'Fantasy', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
The Last Mile (Amos Decker #2),https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,"{'Price': '£54.21', 'Category': 'Mystery', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
The Literature Book (Big Ideas Simply Explained),https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,"{'Price': '£17.43', 'Category': 'Nonfiction', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
The Guilty (Will Robie #4),https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,"{'Price': '£13.82', 'Category': 'Thriller', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,"{'Price': '£28.77', 'Category': 'Food and Drink', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
The Loney,https://books.toscrape.com/catalogue/the-loney_756/index.html,"{'Price': '£23.40', 'Category': 'Horror', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
Someone Like You (The Harrisons #2),https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,"{'Price': '£52.79', 'Category': 'Contemporary', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,"{'Price': '£44.74', 'Category': 'Science', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
The Lucifer Effect: Understanding How Good People Turn Evil,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,"{'Price': '£10.40', 'Category': 'Psychology', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
The Marriage of Opposites,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,"{'Price': '£28.08', 'Category': 'Historical Fiction', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
The Long Haul (Diary of a Wimpy Kid #9),https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,"{'Price': '£44.07', 'Category': 'Humor', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
The Power of Habit: Why We Do What We Do in Life and Business,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,"{'Price': '£16.88', 'Category': 'Default', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,"{'Price': '£35.43', 'Category': 'Sequential Art', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,"{'Price': '£52.15', 'Category': 'Self Help', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,"{'Price': '£38.39', 'Category': 'Sequential Art', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,"{'Price': '£21.95', 'Category': 'Nonfiction', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
Old School (Diary of a Wimpy Kid #10),https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,"{'Price': '£11.83', 'Category': 'Humor', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
Once Was a Time,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,"{'Price': '£18.28', 'Category': 'Childrens', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
Pet Sematary,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,"{'Price': '£10.56', 'Category': 'Horror', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,"{'Price': '£50.89', 'Category': 'Poetry', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,"{'Price': '£25.48', 'Category': 'Sequential Art', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
See America: A Celebration of Our National Parks & Treasured Sites,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,"{'Price': '£48.87', 'Category': 'Travel', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
Shtum,https://books.toscrape.com/catalogue/shtum_733/index.html,"{'Price': '£55.84', 'Category': 'Fiction', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
Robin War,https://books.toscrape.com/catalogue/robin-war_730/index.html,"{'Price': '£47.82', 'Category': 'Sequential Art', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
salt.,https://books.toscrape.com/catalogue/salt_731/index.html,"{'Price': '£46.78', 'Category': 'Poetry', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
Rain Fish,https://books.toscrape.com/catalogue/rain-fish_728/index.html,"{'Price': '£23.57', 'Category': 'Childrens', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
Steve Jobs,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,"{'Price': '£39.50', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
Still Life with Bread Crumbs,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,"{'Price': '£26.41', 'Category': 'Fiction', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,"{'Price': '£11.89', 'Category': 'Sequential Art', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
Luis Paints the World,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,"{'Price': '£53.95', 'Category': 'Childrens', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
Made to Stick: Why Some Ideas Survive and Others Die,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,"{'Price': '£38.85', 'Category': 'Business', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
Swell: A Year of Waves,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,"{'Price': '£45.58', 'Category': 'Nonfiction', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
Luckiest Girl Alive,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,"{'Price': '£49.83', 'Category': 'Default', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
More Than Music (Chasing the Dream #1),https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,"{'Price': '£37.61', 'Category': 'Add a comment', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
Mr. Mercedes (Bill Hodges Trilogy #1),https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,"{'Price': '£28.90', 'Category': 'Fiction', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
My Kind of Crazy,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,"{'Price': '£40.36', 'Category': 'Young Adult', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
I Am Pilgrim (Pilgrim #1),https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,"{'Price': '£10.60', 'Category': 'Fiction', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,"{'Price': '£25.98', 'Category': 'Humor', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,"{'Price': '£14.75', 'Category': 'Humor', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
"Hush, Hush (Hush, Hush #1)",https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,"{'Price': '£47.02', 'Category': 'Default', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
Island of Dragons (Unwanteds #7),https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,"{'Price': '£29.65', 'Category': 'Fantasy', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
Lady Midnight (The Dark Artifices #1),https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,"{'Price': '£16.28', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,"{'Price': '£19.55', 'Category': 'Food and Drink', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,"{'Price': '£46.91', 'Category': 'Default', 'Rating': 'Four stars', 'Availability': 'In stock (14 available)'}"
Looking for Lovely: Collecting the Moments that Matter,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,"{'Price': '£29.14', 'Category': 'Nonfiction', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
Let It Out: A Journey Through Journaling,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,"{'Price': '£26.79', 'Category': 'Nonfiction', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
My Mrs. Brown,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,"{'Price': '£24.48', 'Category': 'Fiction', 'Rating': 'Three stars', 'Availability': 'In stock (14 available)'}"
Love Is a Mix Tape (Music #1),https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,"{'Price': '£18.03', 'Category': 'Music', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
My Name Is Lucy Barton,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,"{'Price': '£41.56', 'Category': 'Fiction', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
Lowriders to the Center of the Earth (Lowriders in Space #2),https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,"{'Price': '£51.51', 'Category': 'Sequential Art', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
Dear Mr. Knightley,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,"{'Price': '£11.21', 'Category': 'Fiction', 'Rating': 'Five stars', 'Availability': 'In stock (14 available)'}"
Crazy Love: Overwhelmed by a Relentless God,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,"{'Price': '£47.72', 'Category': 'Christian', 'Rating': 'Two stars', 'Availability': 'In stock (14 available)'}"
Daily Fantasy Sports,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,"{'Price': '£36.58', 'Category': 'Default', 'Rating': 'One stars', 'Availability': 'In stock (14 available)'}"
